,AT,V,AP,RH,PE
7872,31.23,72.58,1006.61,60.8,427.58
7873,6.58,40.07,1014.22,55.44,493.72
7874,13.1,41.48,1009.0,87.41,460.34
7875,20.13,40.33,1005.31,85.42,460.09
7876,29.12,74.87,1009.85,62.51,435.51
7877,19.57,68.61,1011.13,96.4,448.73
7878,25.38,72.24,1010.76,89.64,432.3
7879,12.56,41.4,1019.23,74.26,472.54
7880,28.25,57.19,1007.99,67.9,436.99
7881,27.24,77.17,1009.37,81.51,439.12
7882,16.41,44.92,1024.27,84.16,462.12
7883,26.1,63.56,1013.12,61.0,442.75
7884,17.37,41.23,998.79,68.44,461.08
7885,31.81,66.44,1011.21,53.55,426.84
7886,13.83,45.08,1024.2,80.52,465.5
7887,28.43,73.18,1012.52,71.05,427.11
7888,12.07,38.25,1012.67,81.66,470.36
7889,14.73,58.2,1019.45,82.48,458.56
7890,16.65,56.89,1013.52,87.44,452.52
7891,22.56,60.29,1018.19,67.53,447.15
7892,23.76,61.5,1009.15,68.52,441.16
7893,14.72,38.91,1015.17,61.75,468.87
7894,22.63,58.49,1010.94,72.7,448.38
7895,21.82,58.66,1011.71,64.37,452.16
7896,20.88,47.45,1007.5,76.21,449.34
7897,18.4,43.96,1012.4,77.81,464.63
7898,23.29,65.61,1014.81,70.27,447.67
7899,26.65,74.67,1015.73,77.32,435.9
7900,24.62,72.43,1007.97,84.36,436.89
7901,27.94,69.84,1003.11,70.47,428.67
7902,27.96,68.51,1007.26,63.21,432.07
7903,25.52,71.73,1009.91,79.55,434.67
7904,9.28,41.38,1021.96,72.22,486.18
7905,20.5,51.19,1009.0,91.79,445.35
7906,24.38,47.01,1015.17,68.96,454.85
7907,25.69,59.54,1004.05,81.69,439.06
7908,13.86,44.21,1022.6,83.56,468.3
7909,31.44,64.44,1014.04,49.15,437.6
7910,26.88,69.51,1012.76,45.03,436.3
7911,27.83,69.04,1009.69,63.79,443.24
7912,29.66,59.22,1013.25,61.2,441.58
7913,11.49,41.54,1020.17,70.91,476.74
7914,5.62,41.31,1001.37,89.16,485.6
7915,31.0,71.77,1006.29,48.56,431.07
7916,28.18,71.85,1008.78,82.88,427.83
7917,5.76,40.07,1013.22,62.99,494.67
7918,14.73,36.99,1007.32,90.84,468.23
7919,24.91,57.17,1010.88,72.97,446.01
7920,25.12,77.95,1009.26,82.95,433.4
7921,21.42,56.89,1014.39,84.05,444.86
7922,26.06,54.5,1015.52,67.12,451.67
7923,21.14,58.98,1009.05,94.36,448.31
7924,6.91,39.37,1019.58,71.02,488.2
7925,13.97,53.82,1016.81,62.32,465.24
7926,14.64,42.77,1017.59,79.6,464.27
7927,31.58,66.54,1003.26,54.0,429.73
7928,10.27,41.44,1017.04,77.09,479.3
7929,7.94,43.65,1018.75,59.45,479.8
7930,9.32,36.3,1027.67,73.25,479.52
7931,11.87,41.58,1017.29,90.3,464.77
7932,22.58,43.79,1015.66,44.18,460.3
7933,19.2,59.21,1017.84,89.56,450.86
7934,30.18,68.24,1009.31,64.06,427.38
7935,26.27,71.98,1005.72,86.15,427.65
7936,19.39,43.14,1012.75,44.21,464.55
7937,12.81,44.34,1015.55,90.37,474.03
7938,30.93,69.98,1013.33,62.1,432.25
7939,20.03,57.19,1007.31,81.69,446.46
7940,27.34,71.29,1008.32,56.51,434.94
7941,17.7,48.98,1015.79,83.18,454.41
7942,20.61,65.61,1014.91,83.82,449.72
7943,13.82,40.2,1013.19,90.11,466.99
7944,31.77,76.09,1007.4,73.36,431.69
7945,26.55,69.45,1013.88,55.39,435.64
7946,20.42,62.96,1020.34,84.0,452.08
7947,20.76,59.04,1012.51,85.39,448.92
7948,26.08,76.86,1003.3,79.49,436.85
7949,22.86,66.48,1003.77,71.22,435.56
7950,30.33,70.32,1007.75,52.49,430.1
7951,27.22,67.9,1005.73,57.29,441.22
7952,25.22,69.88,1007.17,80.26,443.24
7953,15.3,38.62,1017.19,70.63,462.65
7954,24.01,50.16,1004.22,75.32,443.03
7955,8.01,40.62,1015.62,86.43,476.22
7956,19.31,44.71,1016.13,30.59,463.0
7957,22.07,70.72,1010.52,82.96,442.88
7958,27.31,68.14,1005.73,50.74,437.83
7959,19.89,50.78,1008.85,92.97,446.35
7960,14.07,46.18,1017.77,87.83,465.05
7961,12.07,40.81,1025.63,68.02,475.96
7962,31.19,69.68,1012.6,52.06,440.97
7963,26.7,62.26,1011.0,71.64,435.03
7964,21.94,58.79,1010.3,88.21,447.52
7965,12.19,40.23,1017.76,81.44,474.92
7966,13.03,41.26,1022.17,79.79,466.02
7967,28.55,74.33,1011.77,73.34,426.48
7968,15.73,38.73,1002.48,76.91,466.63
7969,16.22,41.35,1000.96,79.59,462.21
7970,27.44,47.93,1002.71,59.44,437.76
7971,25.51,64.27,1013.28,61.85,444.76
7972,19.14,56.65,1020.84,82.97,458.06
7973,16.5,44.2,1018.94,63.59,458.3
7974,13.78,45.51,1015.56,69.92,468.17
7975,13.29,71.14,1019.63,75.09,464.18
7976,27.06,77.17,1008.71,90.6,432.2
7977,13.67,44.92,1023.6,85.35,467.71
7978,14.7,44.9,1021.87,83.9,468.69
7979,11.48,37.5,1014.38,69.75,472.9
7980,16.95,58.86,1015.96,87.8,453.2
7981,22.3,50.78,1008.85,81.27,449.86
7982,27.37,70.72,1009.77,67.87,441.9
7983,18.61,44.06,1016.91,75.01,452.68
7984,27.98,74.87,1010.02,66.44,435.32
7985,9.39,39.66,1019.22,75.33,482.16
7986,22.19,48.78,1017.84,76.01,446.51
7987,25.48,60.29,1017.55,51.22,443.77
7988,27.51,71.32,1007.59,80.02,433.16
7989,11.37,39.16,1016.54,87.05,480.54
7990,8.68,43.14,1011.94,79.06,480.73
7991,25.3,59.43,1009.15,58.3,442.5
7992,12.82,48.14,1017.47,81.45,467.48
7993,20.31,49.69,1011.57,69.03,455.37
7994,23.0,49.5,1014.15,66.68,454.44
7995,14.24,45.01,1013.54,88.68,461.64
7996,20.17,50.66,1014.38,82.09,454.79
7997,7.69,38.06,1020.72,83.47,483.54
7998,30.36,69.04,1009.6,58.73,436.72
7999,29.12,66.51,1015.69,37.9,432.88
8000,27.01,67.98,1006.01,67.98,434.65
8001,24.24,72.43,1008.02,86.4,436.6
8002,22.49,58.71,1009.75,76.43,443.33
8003,23.76,70.32,1012.13,78.84,434.64
8004,18.09,43.72,1008.64,74.15,453.02
8005,15.96,41.66,1011.93,55.47,466.39
8006,25.54,61.08,1013.77,69.64,448.57
8007,22.96,70.79,1005.68,93.93,434.47
8008,14.76,39.64,1010.37,81.99,465.82
8009,16.16,52.05,1013.19,75.37,463.09
8010,22.36,59.44,1013.1,84.74,446.75
8011,25.79,65.27,1013.26,55.35,440.04
8012,18.78,63.09,1019.22,80.2,452.86
8013,6.49,36.3,1016.52,69.1,483.43
8014,19.4,49.69,1012.89,75.53,455.6
8015,6.16,38.5,1012.83,93.68,490.92
8016,15.31,41.35,1005.09,95.25,466.5
8017,5.74,40.62,1016.31,84.91,481.15
8018,30.31,77.24,1008.02,67.84,435.28
8019,24.54,72.24,1011.43,74.1,435.08
8020,22.97,72.24,1011.15,95.85,437.41
8021,22.45,59.87,1018.92,72.73,445.34
8022,13.9,41.17,1016.84,72.9,468.96
8023,17.78,52.08,1006.9,100.09,453.31
8024,9.59,40.11,1026.05,74.27,470.71
8025,11.91,44.45,1021.39,84.49,466.52
8026,31.26,70.36,1006.49,60.47,438.15
8027,23.82,64.15,1020.96,60.11,447.37
8028,25.02,69.75,1010.04,91.86,437.87
8029,25.47,70.36,1005.79,77.73,437.02
8030,27.13,59.54,1004.33,73.27,438.32
8031,24.6,48.78,1018.1,73.71,442.23
8032,24.95,76.16,1006.2,76.16,437.47
8033,7.55,41.04,1027.03,83.32,476.58
8034,34.24,74.67,1016.24,25.56,425.58
8035,19.94,44.9,1008.52,74.69,459.47
8036,27.14,63.13,1013.38,75.68,438.82
8037,28.56,74.22,1007.45,69.6,434.54
8038,13.05,44.34,1018.47,81.2,473.4
8039,26.72,74.87,1010.18,70.74,441.93
8040,12.5,43.67,1013.99,90.91,473.26
8041,20.62,68.12,1012.33,79.88,447.16
8042,16.17,38.01,1022.19,70.99,462.54
8043,9.58,38.08,1019.49,67.54,478.5
8044,25.42,73.21,1001.91,93.78,432.04
8045,30.31,70.36,1006.55,59.92,439.11
8046,23.76,51.19,1009.69,70.87,442.9
8047,29.42,79.74,1007.24,61.26,437.61
8048,8.8,42.32,1017.91,86.8,483.88
8049,27.16,72.58,1009.24,90.26,429.59
8050,19.75,49.02,1009.38,92.89,446.63
8051,30.44,68.84,1010.97,55.34,438.31
8052,18.6,41.67,1013.07,64.23,458.91
8053,19.65,45.01,1014.18,56.77,451.63
8054,15.99,49.21,1015.17,76.4,463.47
8055,8.73,41.26,1020.54,91.37,476.42
8056,15.99,39.63,1006.09,89.92,464.95
8057,5.56,45.87,1006.99,96.48,476.61
8058,8.88,39.66,1015.21,88.29,481.45
8059,5.42,41.38,1020.77,86.02,491.38
8060,8.97,36.24,1013.21,90.77,477.89
8061,18.18,61.87,1008.64,66.28,453.1
8062,12.87,41.5,1013.51,85.72,469.44
8063,14.23,46.18,1017.39,87.29,463.86
8064,18.17,66.86,1011.29,78.48,452.77
8065,19.73,49.69,1007.78,73.02,454.28
8066,25.36,61.41,1011.89,55.64,452.29
8067,29.78,73.42,1011.27,52.79,445.58
8068,32.0,58.9,1003.48,51.38,437.81
8069,18.64,67.71,1003.84,89.63,442.26
8070,13.16,43.71,1024.44,85.68,469.06
8071,7.64,40.02,1031.58,71.19,479.43
8072,11.87,41.78,1012.97,64.79,470.84
8073,20.56,59.14,1016.02,68.59,448.82
8074,11.41,39.61,1018.69,69.44,467.19
8075,26.11,52.36,1013.9,59.62,453.76
8076,19.06,56.65,1020.82,82.14,455.7
8077,9.13,40.02,1031.08,74.76,473.47
8078,14.44,42.32,1015.61,76.85,462.13
8079,6.3,39.33,1010.63,94.26,489.95
8080,13.47,44.88,1017.56,93.23,476.67
8081,20.66,41.54,1014.68,79.7,461.55
8082,23.62,45.87,1007.75,58.69,445.55
8083,16.69,46.18,1011.0,97.85,458.57
8084,28.01,44.89,1008.98,48.52,444.76
8085,21.73,64.63,1020.84,68.9,450.36
8086,30.35,69.51,1009.95,39.24,430.07
8087,8.67,36.66,1026.8,84.36,480.38
8088,30.51,59.57,1011.08,61.94,436.92
8089,26.12,66.75,1017.86,79.02,433.67
8090,13.11,38.73,1005.89,89.02,473.38
8091,21.41,62.39,1007.84,88.83,452.8
8092,12.33,45.51,1016.49,79.2,471.16
8093,24.02,77.54,1008.33,83.92,438.52
8094,9.37,38.56,1016.84,62.07,482.77
8095,11.26,44.92,1023.63,88.99,474.69
8096,30.12,69.71,1009.1,52.02,435.85
8097,4.65,35.19,1018.23,94.78,489.36
8098,28.21,70.8,1010.45,77.92,435.99
8099,30.83,71.58,1009.92,48.8,432.11
8100,6.59,39.37,1020.34,77.92,488.17
8101,21.84,64.69,1007.57,77.34,450.25
8102,31.63,70.17,999.4,59.94,432.07
8103,4.7,39.9,1007.45,91.02,487.78
8104,31.11,75.33,1002.32,64.25,433.37
8105,18.21,41.23,993.11,62.29,457.53
8106,9.82,39.64,1010.79,69.22,477.93
8107,16.77,38.01,1023.04,65.5,460.16
8108,16.88,39.99,1007.08,74.29,462.83
8109,21.08,70.32,1011.39,88.79,440.59
8110,22.79,69.13,1010.87,91.47,438.08
8111,26.96,62.39,1008.14,73.95,437.41
8112,30.87,67.32,1013.78,34.54,436.96
8113,19.74,45.38,1015.11,80.67,459.39
8114,24.22,71.14,1009.38,64.53,438.88
8115,16.27,44.21,1020.56,82.22,462.11
8116,14.41,46.18,1016.25,88.88,462.49
8117,10.48,41.38,1021.97,65.22,481.41
8118,14.24,44.84,1023.6,94.06,466.67
8119,23.08,74.78,1009.85,83.67,437.86
8120,25.77,73.68,1014.18,87.53,429.84
8121,17.94,62.1,1019.81,82.65,453.55
8122,9.43,41.4,1028.42,84.92,479.28
8123,13.98,41.79,1010.6,83.84,457.12
8124,25.02,47.45,1008.07,60.42,446.62
8125,30.99,69.82,1009.41,50.84,437.46
8126,17.17,63.09,1020.54,95.98,446.75
8127,19.4,42.44,1013.19,58.63,459.76
8128,24.1,68.08,1012.73,65.24,440.33
8129,12.07,39.99,1009.7,93.27,473.06
8130,9.55,40.72,1023.12,68.06,481.08
8131,9.57,52.75,1022.32,75.4,470.93
8132,21.74,70.32,1011.88,85.95,439.19
8133,30.99,68.51,1008.0,71.35,430.09
8134,17.88,45.87,1008.39,93.63,455.83
8135,17.51,53.16,1013.13,82.86,457.45
8136,7.79,43.13,1019.67,85.35,484.42
8137,31.56,66.44,1008.91,64.16,430.11
8138,30.58,68.84,1011.34,51.29,439.71
8139,13.35,39.64,1010.1,93.3,471.69
8140,17.9,67.71,1004.3,89.59,449.73
8141,21.94,50.32,1008.44,86.98,444.89
8142,31.49,69.13,1009.33,53.9,425.74
8143,8.48,42.49,1010.77,88.68,483.5
8144,26.85,73.77,1001.2,90.13,431.24
8145,26.75,60.96,1012.05,56.77,447.93
8146,24.91,64.45,1013.02,42.34,450.84
8147,23.03,68.08,1012.63,70.37,441.71
8148,12.99,40.55,1007.52,94.15,472.18
8149,23.79,48.06,1012.92,60.03,447.59
8150,23.42,63.07,1011.72,75.81,444.23
8151,32.09,69.4,1003.1,56.91,430.62
8152,21.78,51.43,1007.45,88.71,446.56
8153,31.92,69.13,1000.77,58.91,425.19
8154,22.79,50.78,1008.65,58.39,447.12
8155,10.52,42.18,1014.9,95.67,469.03
8156,7.64,42.28,1008.46,84.29,484.78
8157,15.8,41.2,1016.08,77.83,468.55
8158,17.3,46.21,1013.56,87.57,456.77
8159,18.26,61.27,1019.1,74.74,428.67
8160,14.03,41.79,1008.07,83.32,457.98
8161,24.55,58.86,1015.22,60.53,445.8
8162,24.6,57.32,1012.48,45.14,442.64
8163,25.04,70.36,1006.56,75.91,436.47
8164,32.31,62.04,1010.45,38.01,449.65
8165,21.17,64.15,1021.25,62.38,454.15
8166,9.15,40.11,1023.82,75.4,475.01
8167,27.34,63.78,1016.5,48.4,446.56
8168,11.7,43.41,1016.08,62.27,467.51
8169,27.58,73.06,1009.63,88.31,438.1
8170,20.53,54.9,1016.61,61.28,454.67
8171,9.55,41.44,1015.07,85.94,481.75
8172,9.94,41.44,1015.21,87.02,481.24
8173,6.71,40.72,1022.78,80.69,483.11
8174,31.09,64.05,1011.32,61.14,440.62
8175,17.23,40.12,1013.52,81.55,456.2
8176,18.27,58.2,1018.34,72.73,448.17
8177,9.06,36.3,1015.14,58.71,477.38
8178,14.66,41.66,1012.89,62.41,466.87
8179,23.79,58.2,1016.77,55.88,446.88
8180,31.33,58.9,1003.77,52.34,439.54
8181,10.26,43.14,1019.68,98.97,466.75
8182,33.75,64.96,1002.54,39.28,432.62
8183,18.72,60.07,1015.81,70.55,454.35
8184,20.71,58.18,1007.63,98.44,447.06
8185,28.87,71.97,1008.74,82.61,435.86
8186,12.63,48.04,1013.0,100.13,464.6
8187,13.69,34.03,1018.45,65.76,469.12
8188,20.3,67.32,1013.49,80.9,441.51
8189,14.93,42.44,1012.65,86.8,471.24
8190,25.43,69.13,1002.2,86.44,431.53
8191,24.85,71.98,1005.97,95.09,433.64
8192,14.67,45.01,1014.28,67.91,460.47
8193,3.63,38.44,1016.16,87.38,487.87
8194,28.54,72.99,1007.42,67.87,432.0
8195,15.26,41.2,1016.0,76.06,467.98
8196,29.88,68.08,1011.14,55.78,429.33
8197,5.65,40.72,1022.46,85.17,487.09
8198,9.2,39.82,1013.19,91.25,482.89
8199,18.85,44.63,1009.06,84.75,456.72
8200,28.16,61.47,1009.19,62.53,442.48
8201,13.15,42.44,1014.51,99.53,469.34
8202,16.97,50.9,1012.31,82.65,463.28
8203,17.33,42.28,1007.97,50.33,462.26
8204,17.39,46.21,1013.94,82.73,454.06
8205,26.26,65.06,1013.58,52.72,440.92
8206,13.72,45.01,1014.07,77.0,464.59
8207,10.99,44.63,1020.67,90.09,473.29
8208,8.94,41.74,1022.55,90.74,483.53
8209,22.5,59.43,1010.31,72.17,441.92
8210,23.62,68.63,1013.18,50.57,447.3
8211,17.17,44.68,1018.72,83.58,462.53
8212,12.47,38.25,1012.74,82.89,469.56
8213,16.65,46.18,1010.6,95.69,465.6
8214,24.56,71.94,1006.81,89.59,437.97
8215,25.49,47.45,1007.89,57.04,444.52
8216,7.33,40.0,1018.96,80.76,478.16
8217,20.52,43.79,1015.9,68.1,463.93
8218,13.61,41.16,1020.49,75.09,462.67
8219,22.5,45.38,1014.11,65.08,458.19
8220,28.24,65.27,1013.43,48.74,439.36
8221,30.04,67.25,1017.65,52.84,435.17
8222,14.38,44.84,1024.59,81.68,471.6
8223,24.78,68.63,1013.96,43.7,448.43
8224,19.99,40.79,1003.15,87.55,455.28
8225,16.01,43.69,1017.12,62.43,465.89
8226,29.09,72.43,1006.86,65.47,427.3
8227,13.31,40.03,1017.73,84.48,470.31
8228,33.34,69.88,1007.65,42.72,437.84
8229,26.88,59.21,1013.54,58.13,437.11
8230,15.69,37.87,1022.63,87.71,462.16
8231,27.58,78.05,1010.83,94.98,431.95
8232,20.51,63.86,1020.65,75.36,447.18
8233,13.56,39.52,1016.61,78.35,470.67
8234,22.64,59.27,1012.58,83.55,446.2
8235,30.29,71.58,1010.01,54.03,434.27
8236,10.15,41.62,1015.86,97.4,463.89
8237,23.07,57.5,1015.7,75.47,447.49
8238,7.29,40.96,1023.01,90.78,488.65
8239,25.34,69.48,1008.4,74.79,433.81
8240,19.66,58.79,1017.17,84.16,447.93
8241,17.77,56.53,1019.57,79.89,457.94
8242,14.34,42.86,1031.75,66.81,466.17
8243,14.4,42.99,1010.3,89.72,469.34
8244,18.31,62.1,1020.38,79.02,455.24
8245,13.56,40.03,1017.73,83.76,472.59
8246,6.17,41.31,1002.49,87.59,481.27
8247,25.04,51.95,1005.56,66.53,449.45
8248,14.49,41.16,1000.5,82.17,465.24
8249,22.31,43.43,1010.64,56.44,449.67
8250,16.38,46.97,1013.6,73.67,459.87
8251,23.48,65.12,1015.82,60.83,445.66
8252,11.58,39.69,1005.17,86.55,469.6
8253,14.74,43.99,1023.13,86.31,461.82
8254,15.33,42.28,1008.19,66.15,465.2
8255,26.14,69.14,1007.1,88.27,439.03
8256,32.86,68.51,1008.43,46.78,432.38
8257,28.88,63.76,1010.16,56.34,435.54
8258,27.59,54.2,1013.1,51.61,439.31
8259,21.85,69.94,1010.89,79.4,443.0
8260,6.58,43.02,1014.03,84.95,488.22
8261,20.38,62.52,1017.85,75.56,456.56
8262,9.53,38.18,1018.43,75.33,476.54
8263,16.76,53.16,1014.13,81.87,457.98
8264,32.31,68.94,1006.11,71.78,431.14
8265,10.22,39.96,1025.05,96.05,471.36
8266,10.72,39.35,1015.35,86.43,480.18
8267,21.68,64.15,1021.09,70.88,454.32
8268,21.13,51.43,1007.43,88.72,445.4
8269,29.14,75.23,1010.15,54.87,434.82
8270,12.04,43.69,1016.58,80.16,474.97
8271,10.1,41.4,1024.29,85.94,474.28
8272,28.72,68.14,1005.82,46.52,443.26
8273,28.84,60.23,1009.7,59.0,437.82
8274,18.68,52.84,1004.65,88.27,450.19
8275,16.5,44.63,1020.58,64.11,458.78
8276,27.18,64.44,1012.81,61.27,440.3
8277,20.08,58.79,1017.32,81.59,451.21
8278,19.64,56.65,1020.79,73.88,456.03
8279,27.77,62.26,1010.88,66.45,430.19
8280,31.4,71.06,1008.44,74.77,433.34
8281,3.68,39.64,1011.31,84.05,490.02
8282,11.89,40.03,1019.53,89.48,471.85
8283,7.63,40.56,1023.13,81.01,486.7
8284,26.38,71.73,1010.04,69.45,431.66
8285,22.89,48.98,1014.55,48.21,448.56
8286,17.98,53.29,1018.29,83.46,455.71
8287,14.22,48.6,1006.26,88.05,459.69
8288,22.35,57.76,1017.92,68.18,453.74
8289,22.2,57.17,1009.82,78.43,447.75
8290,16.89,49.21,1015.19,70.39,458.25
8291,22.51,59.21,1018.35,71.97,444.66
8292,15.11,42.99,1007.53,85.75,466.25
8293,25.15,73.67,1007.42,85.48,435.9
8294,15.47,44.9,1021.59,81.74,465.61
8295,11.1,40.0,1021.29,86.58,477.2
8296,20.78,60.84,1018.66,80.4,445.82
8297,20.94,68.12,1012.43,78.2,446.41
8298,5.52,42.85,1012.77,93.82,478.98
8299,16.19,36.99,1007.37,92.4,462.94
8300,27.06,72.58,1009.24,90.31,429.18
8301,19.92,48.98,1014.32,64.99,455.57
8302,18.53,61.27,1019.84,75.22,454.72
8303,12.21,41.67,1012.88,85.19,475.07
8304,11.59,40.05,1014.96,86.22,474.46
8305,26.61,72.43,1007.71,75.82,427.61
8306,18.4,44.92,1024.88,64.89,458.36
8307,24.8,66.51,1016.74,65.72,441.34
8308,25.47,60.75,1007.27,65.91,438.42
8309,28.57,75.33,1003.16,76.14,431.58
8310,31.01,73.5,1010.92,48.61,432.41
8311,24.38,57.17,1009.85,74.46,444.59
8312,28.46,60.23,1010.2,63.38,439.88
8313,18.16,43.72,1008.64,75.22,454.98
8314,10.6,41.17,1018.38,87.92,478.47
8315,24.19,68.94,1007.37,70.83,439.52
8316,12.2,39.72,1018.07,54.83,471.33
8317,27.95,73.5,1010.42,58.01,435.45
8318,30.38,71.58,1010.17,50.45,433.75
8319,28.48,54.2,1013.14,49.51,440.55
8320,11.3,43.14,1019.56,99.83,469.73
8321,29.19,70.32,1008.28,55.42,427.9
8322,30.75,71.22,1006.47,48.06,437.96
8323,12.37,43.22,1009.1,76.06,468.49
8324,25.75,60.95,1014.75,53.3,443.73
8325,28.18,67.17,1006.84,75.55,438.49
8326,21.89,74.93,1016.11,77.88,448.47
8327,24.79,50.78,1008.78,61.88,445.3
8328,30.86,70.32,1011.88,62.68,433.71
8329,13.51,43.22,1009.63,75.02,465.89
8330,29.35,68.31,1010.46,46.2,445.86
8331,19.98,60.77,1017.72,90.71,448.46
8332,21.77,42.23,1013.03,67.44,462.51
8333,12.43,41.62,1011.87,80.57,460.61
8334,3.4,39.64,1011.1,83.43,459.86
8335,24.73,74.22,1010.15,79.83,436.55
8336,25.54,70.47,1009.28,73.5,436.16
8337,25.88,63.73,1009.48,77.17,438.42
8338,23.07,70.47,1008.64,83.37,439.04
8339,30.66,70.98,1007.6,72.08,435.66
8340,13.77,41.58,1020.63,72.94,459.75
8341,12.57,43.8,1023.2,56.85,466.68
8342,31.1,71.32,1008.09,45.87,437.54
8343,22.24,64.27,1012.97,89.54,443.76
8344,29.08,52.84,1006.14,40.09,438.24
8345,19.35,39.72,1002.5,51.24,455.29
8346,28.88,54.89,1007.16,46.6,440.99
8347,31.7,70.36,1006.26,58.18,438.38
8348,13.25,44.92,1024.11,89.34,469.18
8349,18.55,41.1,1002.02,65.16,459.97
8350,28.69,71.29,1009.22,68.35,433.07
8351,13.74,42.74,1029.54,70.0,465.92
8352,23.97,64.33,1010.54,84.65,443.87
8353,18.44,39.72,1001.14,66.83,460.44
8354,16.88,56.89,1014.01,82.1,457.0
8355,12.82,46.18,1018.53,88.46,466.06
8356,7.18,38.56,1016.49,70.37,487.63
8357,24.34,62.96,1019.7,61.44,446.09
8358,26.63,62.44,1010.86,70.82,438.25
8359,11.43,41.16,1022.81,92.04,466.86
8360,27.24,66.75,1017.78,69.6,433.65
8361,15.01,42.77,1018.21,73.22,462.6
8362,11.21,40.75,1016.45,86.14,479.2
8363,31.46,71.8,1010.75,54.88,434.96
8364,13.65,42.86,1015.41,87.67,471.75
8365,9.57,39.82,1013.12,89.15,468.02
8366,11.46,44.85,1014.3,63.24,475.33
8367,25.03,60.84,1017.69,59.23,441.58
8368,14.6,44.84,1023.58,88.21,464.88
8369,28.88,73.68,1015.25,47.73,432.93
8370,13.82,44.84,1023.72,95.24,467.95
8371,7.87,41.06,1020.91,87.64,486.57
8372,2.34,39.42,1028.47,69.68,490.34
8373,23.58,70.04,1010.95,76.32,435.47
8374,21.49,70.32,1009.07,92.25,443.04
8375,15.84,41.66,1009.69,62.81,465.5
8376,25.82,61.08,1013.64,66.4,448.46
8377,10.18,40.81,1015.79,81.42,475.13
8378,28.4,69.34,1009.76,70.4,436.5
8379,12.35,41.38,1021.99,55.38,474.94
8380,16.52,43.7,1015.08,58.36,466.73
8381,9.6,42.03,1017.66,92.27,474.65
8382,7.54,38.56,1016.49,69.1,486.76
8383,8.04,41.92,1029.7,92.21,482.58
8384,11.82,41.26,1020.74,91.14,466.95
8385,21.62,48.78,1020.06,85.09,448.52
8386,15.41,44.78,1007.69,65.17,456.83
8387,26.47,63.13,1013.72,79.4,441.81
8388,31.5,74.16,1011.72,56.42,436.43
8389,12.24,49.83,1007.9,94.28,466.83
8390,13.52,41.44,1015.81,65.97,472.11
8391,10.02,39.66,1016.34,79.98,480.05
8392,21.01,44.05,1010.61,64.12,445.07
8393,8.35,43.52,1022.78,97.34,479.31
8394,14.12,39.52,1016.79,75.89,472.32
8395,35.2,73.56,1006.56,45.72,434.37
8396,25.28,72.39,1002.28,89.43,432.52
8397,14.3,41.93,1020.6,65.38,471.32
8398,19.32,52.9,1016.86,68.2,457.66
8399,22.04,69.51,1013.25,56.15,446.34
8400,28.07,66.17,1010.58,64.11,443.77
8401,23.09,60.95,1015.02,68.78,450.31
8402,27.17,61.25,1013.03,70.43,435.9
8403,26.44,71.64,1004.55,85.53,435.61
8404,27.23,44.05,1005.69,58.91,440.2
8405,17.68,40.89,1011.24,61.37,462.08
8406,27.18,79.05,1008.99,94.32,434.01
8407,27.89,68.12,1012.78,48.72,435.69
8408,13.5,54.3,1016.2,77.46,468.92
8409,28.11,66.17,1010.51,65.16,444.2
8410,28.75,70.02,1010.33,46.55,440.31
8411,25.56,74.99,1005.41,85.75,433.63
8412,12.84,50.59,1020.08,88.08,470.96
8413,20.18,56.53,1020.3,77.1,454.14
8414,25.65,69.45,1013.95,50.42,436.24
8415,21.08,52.05,1012.28,45.25,453.4
8416,14.33,45.51,1015.42,71.55,468.92
8417,29.13,62.26,1010.51,52.94,436.37
8418,31.73,74.67,1016.38,44.51,425.34
8419,18.0,53.16,1013.02,82.47,455.69
8420,12.39,44.58,1016.38,84.95,475.37
8421,28.26,63.13,1012.0,68.35,440.58
8422,14.59,42.44,1012.7,83.92,470.86
8423,16.22,46.36,1020.04,91.73,460.73
8424,25.99,59.54,1007.78,74.48,441.32
8425,20.84,59.8,1016.96,75.05,451.13
8426,26.85,74.16,1008.66,93.8,431.16
8427,7.24,39.04,1019.0,68.69,485.57
8428,14.01,43.34,1016.95,83.41,463.81
8429,17.66,44.9,1020.5,71.33,457.11
8430,11.6,40.96,1023.95,86.83,473.66
8431,16.72,44.78,1007.75,56.79,453.39
8432,12.77,40.71,1014.66,72.81,471.59
8433,11.08,38.16,1014.45,74.99,473.32
8434,8.96,40.02,1031.21,82.32,475.47
8435,9.86,41.01,1018.49,98.71,467.37
8436,17.18,46.0,1002.74,100.1,454.02
8437,14.5,53.82,1016.81,62.89,464.27
8438,24.01,65.18,1012.57,76.02,437.27
8439,24.79,67.83,1009.32,61.46,438.36
8440,11.67,44.6,1018.09,92.53,467.96
8441,21.28,70.32,1011.06,90.12,439.0
8442,20.96,69.48,1011.04,82.63,444.31
8443,26.57,73.21,1002.31,92.51,431.68
8444,16.43,48.06,1010.73,61.26,459.63
8445,26.22,65.34,1015.17,47.25,444.06
8446,24.88,52.36,1014.45,68.39,452.31
8447,12.22,40.71,1021.25,80.83,477.07
8448,22.28,58.12,1014.54,83.27,448.97
8449,9.14,37.36,1015.22,78.06,491.97
8450,27.34,70.98,1008.82,71.42,438.73
8451,24.9,58.49,1011.06,65.14,444.19
8452,13.26,40.83,1007.97,90.63,472.14
8453,21.86,64.45,1015.83,63.36,457.8
